fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;color;quality
6.6;0.25;0.33;8.5;E;29.0;141.0;0.99546;?;medium;10.4;white;5
6.4;0.15;0.4;1.5;B;23.0;87.0;0.98972;3.11;medium;12.2;white;7
6.3;0.28;0.3;3.1;B;24.0;115.0;0.9942;3.05;medium;8.6;white;5
6.2;0.25;0.38;7.9;B;54.0;208.0;0.99572;3.17;medium;9.1;white;5
7.1;0.28;0.35;3.5;A;35.0;91.0;0.9902200000000001;2.96;low;12.1;white;5
6.6;0.35;0.34;4.9;C;9.0;125.0;0.9925299999999999;3.32;high;12.0;?;5
8.5;0.19;0.48;1.1;D;23.0;58.0;0.9918399999999999;2.9;medium;10.5;white;6
6.2;0.25;0.54;7.0;C;58.0;176.0;0.99454;3.19;high;10.4;white;5
6.0;0.35;0.51;1.2;B;10.0;102.0;0.9903;3.46;low;11.9;white;6
5.8;0.31;0.32;4.5;D;28.0;94.0;0.98906;3.25;medium;13.7;white;7
6.6;0.17;0.35;2.6;C;33.0;78.0;0.99146;3.22;high;11.3;white;6
8.5;0.23;0.4;9.9;B;24.0;88.0;0.9951;3.02;low;10.5;white;6
5.8;0.31;0.32;4.5;D;28.0;94.0;0.98906;3.25;medium;13.7;white;7
6.1;0.2;0.34;9.5;B;38.0;201.0;0.995;3.14;medium;10.1;white;3
6.3;0.37;0.37;1.5;A;12.0;76.0;0.9887600000000001;2.94;low;12.3;white;6
6.2;0.36;0.38;3.2;A;20.0;89.0;0.98956;3.06;low;12.0;white;7
6.6;0.17;0.35;2.6;C;33.0;78.0;0.99146;3.22;high;11.3;white;6
6.3;0.28;0.47;11.2;D;61.0;183.0;0.99592;3.12;medium;9.5;white;6
7.6;0.27;0.52;3.2;D;28.0;152.0;0.99129;3.02;medium;11.4;white;6
7.0;0.25;0.45;2.3;B;40.0;118.0;0.99064;3.16;medium;11.9;white;7
9.7;0.24;0.49;4.9;D;3.0;18.0;0.9936799999999999;2.85;medium;10.0;white;6
9.7;0.24;0.49;4.9;D;3.0;18.0;0.9936799999999999;2.85;medium;10.0;white;6
6.8;0.13;0.39;1.4;E;19.0;102.0;0.99121;3.23;medium;11.3;white;7
6.6;0.78;0.5;1.5;B;30.0;133.0;0.9910399999999999;3.25;medium;11.7;white;5
5.1;0.33;0.27;6.7;A;44.0;129.0;0.99221;3.36;low;11.0;white;7
6.7;0.34;0.4;2.1;B;34.0;111.0;0.98924;2.97;medium;12.2;white;7
6.7;0.14;0.51;4.3;D;57.0;124.0;0.9917600000000001;2.91;medium;10.7;white;7
7.0;0.26;0.34;10.9;A;25.0;84.0;0.9943200000000001;3.11;low;10.9;white;6
6.5;0.29;0.26;7.0;A;18.0;113.0;0.99366;3.17;low;10.2;white;6
7.0;0.25;0.45;2.3;B;40.0;118.0;0.99064;3.16;medium;11.9;white;7
7.6;0.21;0.49;2.5;B;20.0;130.0;0.9917799999999999;3.15;medium;11.1;white;5
7.7;0.26;0.51;2.6;D;26.0;159.0;0.99126;3.0;medium;11.2;white;6
7.6;0.27;0.52;3.2;D;28.0;152.0;0.99129;3.02;medium;11.4;white;6
7.7;0.25;0.49;2.5;E;31.0;169.0;0.9925200000000001;3.07;medium;10.6;white;6
7.6;0.35;0.46;14.7;D;33.0;151.0;0.9970899999999999;3.03;medium;10.3;white;5
6.9;0.3;0.36;4.5;E;31.0;203.0;0.99513;3.4;medium;10.4;?;4
6.7;0.24;0.46;2.2;E;19.0;111.0;0.99045;3.1;high;11.9;white;6
6.5;0.23;0.39;1.9;B;41.0;98.0;0.99;3.19;medium;11.9;white;7
7.6;0.23;0.34;1.6;C;24.0;129.0;0.99305;?;high;10.4;white;5
6.5;0.24;0.39;17.3;B;22.0;126.0;0.9988799999999999;3.11;medium;9.2;white;6
6.3;0.17;0.32;4.2;B;37.0;117.0;0.99182;3.24;medium;11.3;white;6
6.3;0.17;0.32;4.2;B;37.0;117.0;0.99182;3.24;medium;11.3;?;6
6.7;0.21;0.37;2.5;D;35.0;89.0;0.9913;3.25;medium;11.0;white;7
6.5;0.23;0.39;1.9;B;41.0;98.0;0.99;3.19;medium;11.9;white;7
5.9;0.28;0.39;1.4;C;47.0;147.0;0.98836;3.08;high;12.9;white;7
5.9;0.19;0.37;0.8;A;3.0;21.0;0.9897;3.09;low;10.8;white;5
6.2;0.25;0.42;8.0;B;53.0;206.0;0.9958600000000001;3.16;medium;9.1;white;6
7.6;0.23;0.34;1.6;C;24.0;129.0;0.99305;3.12;high;10.4;white;5
5.6;0.18;0.27;1.7;A;31.0;103.0;0.98892;3.35;low;12.9;white;6
5.5;0.18;0.22;5.5;B;10.0;86.0;0.99156;3.46;medium;12.2;white;5
6.5;0.24;0.39;17.3;B;22.0;126.0;0.9988799999999999;3.11;medium;9.2;?;6
7.4;0.23;0.38;8.6;B;41.0;150.0;0.99534;3.06;medium;10.3;white;5
7.2;0.17;0.37;6.9;B;47.0;128.0;0.9932200000000001;3.08;medium;11.0;white;7
7.6;0.3;0.38;2.1;C;10.0;98.0;0.9929600000000001;3.17;high;11.0;white;5
5.0;0.24;0.21;2.2;E;31.0;100.0;0.99098;3.69;high;11.7;white;6
6.1;0.21;0.38;1.5;B;37.0;122.0;0.98972;3.2;medium;12.0;white;6
6.5;0.33;0.38;2.5;B;30.0;148.0;0.98964;3.17;medium;12.7;white;6
6.3;0.35;0.26;17.6;D;59.0;198.0;0.99918;3.11;medium;8.8;white;5
6.3;0.17;0.32;4.2;B;37.0;117.0;0.99182;3.24;medium;11.3;white;6
6.6;0.25;0.35;2.9;A;38.0;121.0;0.99008;3.19;low;12.8;white;6
6.5;0.16;0.33;4.8;B;45.0;114.0;0.992;?;medium;11.2;white;6
6.6;0.39;0.39;11.9;D;51.0;221.0;0.99851;3.26;medium;8.9;white;6
5.6;0.19;0.27;0.9;A;52.0;103.0;0.99026;3.5;low;11.2;white;5
6.2;0.25;0.39;1.3;A;42.0;135.0;0.9906;3.23;low;11.1;white;6
6.9;0.22;0.43;6.4;D;34.0;115.0;0.99293;3.05;medium;10.8;white;6
6.2;0.19;0.29;4.3;B;33.0;126.0;0.9965799999999999;3.18;low;9.3;white;6
6.6;0.39;0.39;11.9;D;51.0;221.0;0.99851;3.26;medium;8.9;white;6
5.9;0.33;0.32;8.1;A;9.0;34.0;0.9911;?;low;12.7;white;7
7.8;0.17;0.5;1.3;A;35.0;140.0;0.9904;3.16;low;12.0;white;6
5.5;0.19;0.27;0.9;A;52.0;103.0;0.99026;3.5;low;11.2;white;5
6.2;0.23;0.36;17.2;B;37.0;130.0;0.99946;3.23;medium;8.8;white;6
6.2;0.23;0.36;17.2;B;37.0;130.0;0.99946;3.23;medium;8.8;white;6
6.2;0.23;0.36;17.2;B;37.0;130.0;0.99946;3.23;medium;8.8;white;6
7.2;0.32;0.4;8.7;B;45.0;154.0;0.9956799999999999;3.2;medium;10.4;white;6
6.2;0.23;0.36;17.2;B;37.0;130.0;0.99946;3.23;medium;8.8;white;6
7.2;0.32;0.4;8.7;B;45.0;154.0;0.9956799999999999;3.2;medium;10.4;?;6
5.8;0.39;0.47;7.5;B;12.0;88.0;0.9907;3.38;medium;14.0;white;6
6.2;0.23;0.36;17.2;B;37.0;130.0;0.99946;3.23;medium;8.8;?;6
7.6;0.25;1.23;4.6;B;51.0;294.0;0.99018;3.03;medium;13.1;white;6
5.8;0.29;0.33;3.7;B;30.0;88.0;0.9899399999999999;3.25;low;12.3;white;6
7.2;0.4;0.38;2.2;B;40.0;109.0;0.99075;3.27;medium;12.6;white;6
6.8;0.39;0.34;7.4;B;38.0;133.0;0.9921200000000001;3.18;medium;12.0;white;7
6.1;0.17;0.42;15.1;B;28.0;124.0;0.99684;2.87;medium;9.5;?;5
6.8;0.39;0.34;7.4;B;38.0;133.0;0.9921200000000001;3.18;medium;12.0;?;7
7.1;0.36;0.37;4.8;D;39.0;114.0;0.99036;3.08;medium;12.7;white;7
6.9;0.19;0.32;7.9;A;30.0;130.0;0.99456;3.4;low;10.5;white;6
6.5;0.34;0.46;1.0;D;6.0;80.0;0.98865;3.15;medium;12.9;white;6
6.1;0.17;0.42;15.1;B;28.0;124.0;0.99684;2.87;medium;9.5;white;5
6.8;0.39;0.34;7.4;B;38.0;133.0;0.9921200000000001;3.18;medium;12.0;white;7
7.1;0.36;0.37;4.8;D;39.0;114.0;0.99036;3.08;medium;12.7;white;7
7.8;0.3;0.36;4.6;C;20.0;198.0;0.9922200000000001;3.06;high;11.9;white;6
6.1;0.68;0.52;1.4;B;32.0;123.0;0.9902200000000001;?;medium;12.0;white;6
5.2;0.34;0.37;6.2;A;42.0;133.0;0.9907600000000001;3.25;low;12.5;white;6
5.6;0.28;0.4;6.1;B;36.0;118.0;0.99144;3.21;medium;12.1;?;7
6.2;0.19;0.38;5.1;A;22.0;82.0;0.98961;3.05;low;12.5;?;6
5.7;0.16;0.26;6.3;E;28.0;113.0;0.9936;3.06;medium;9.9;white;6
7.6;0.17;0.46;0.9;A;63.0;147.0;0.99126;3.02;low;10.7;white;6
7.3;0.2;0.39;2.3;A;24.0;87.0;0.99044;2.94;low;12.0;white;6
6.7;0.33;0.36;6.6;A;34.0;116.0;0.9912299999999999;2.97;low;12.2;white;8
6.7;0.33;0.34;7.5;A;39.0;124.0;0.9912299999999999;2.99;low;12.4;white;8
6.9;0.36;0.35;8.6;A;37.0;125.0;0.9916;3.0;low;12.4;white;8
7.8;0.21;0.34;11.9;A;55.0;140.0;0.9959;3.02;low;10.3;white;6
7.3;0.2;0.39;2.3;A;24.0;87.0;0.99044;2.94;low;12.0;white;6
5.6;0.41;0.22;7.1;A;44.0;154.0;0.9931;3.3;low;10.5;white;5
7.6;0.15;0.35;4.3;B;23.0;98.0;0.9942200000000001;3.1;medium;9.5;white;6
8.5;0.2;0.4;1.1;A;31.0;106.0;0.9919399999999999;3.0;low;10.5;white;4
6.5;0.24;0.38;1.0;A;31.0;90.0;0.98926;3.24;low;12.3;white;6
8.3;0.16;0.37;7.9;A;38.0;107.0;0.99306;2.93;low;11.9;white;6
5.5;0.12;0.33;1.0;B;23.0;131.0;0.99164;3.25;medium;9.8;white;5
6.5;0.24;0.38;1.0;A;31.0;90.0;0.98926;3.24;low;12.3;white;6
6.2;0.1;0.41;1.0;E;17.0;76.0;0.98988;3.14;medium;11.4;white;7
6.5;0.21;0.4;7.3;B;49.0;115.0;0.9926799999999999;3.21;medium;11.0;white;6
8.7;0.3;0.59;1.7;E;10.0;70.0;0.9937299999999999;3.06;medium;10.8;white;4
6.7;0.18;0.37;1.3;A;42.0;125.0;0.98939;?;low;12.8;white;7
7.0;0.17;0.36;6.4;D;42.0;123.0;0.99318;?;medium;11.0;white;8
6.6;0.19;0.33;1.8;A;42.0;148.0;0.9919600000000001;3.15;low;10.2;white;5
5.8;0.28;0.3;1.5;E;31.0;114.0;0.9895200000000001;3.32;medium;12.5;white;7
7.6;0.24;0.44;3.8;A;49.0;146.0;0.9911;3.06;low;11.6;white;6
8.3;0.16;0.37;7.9;A;38.0;107.0;0.99306;2.93;low;11.9;white;6
5.5;0.12;0.33;1.0;B;23.0;131.0;0.99164;3.25;medium;9.8;white;5
5.7;0.16;0.32;1.2;B;7.0;89.0;0.99111;3.26;medium;11.0;white;5
7.0;0.21;0.42;5.3;D;36.0;123.0;0.99321;3.14;medium;10.9;white;6
6.4;0.22;0.38;9.1;A;35.0;127.0;0.99326;2.97;low;11.0;?;7
7.9;0.34;0.44;6.5;A;47.0;126.0;0.99124;2.96;low;12.5;white;6
6.4;0.22;0.38;9.1;A;35.0;127.0;0.99326;2.97;low;11.0;white;7
6.8;0.21;0.4;6.3;D;40.0;121.0;0.9921399999999999;3.18;medium;12.0;white;7
5.2;0.31;0.36;5.1;A;46.0;145.0;0.9897;3.14;low;12.4;white;7
7.9;0.34;0.44;6.5;A;47.0;126.0;0.99124;2.96;low;12.5;white;6
5.6;0.42;0.34;2.4;A;34.0;97.0;0.98915;3.22;low;12.8;white;7
6.4;0.22;0.38;9.1;A;35.0;127.0;0.99326;2.97;low;11.0;white;7
6.8;0.28;0.34;7.5;B;34.0;177.0;0.99692;?;medium;9.1;white;5
6.8;0.45;0.36;5.0;A;28.0;156.0;0.991;3.11;low;12.4;white;7
6.6;0.29;0.39;6.75;C;22.0;98.0;0.9913;3.15;high;12.9;?;7
6.8;0.21;0.42;1.2;C;24.0;126.0;0.99234;3.09;high;10.9;white;6
6.8;0.25;0.24;1.6;E;39.0;164.0;0.9940200000000001;3.53;medium;10.8;white;5
6.4;0.21;0.34;16.05;A;56.0;142.0;0.9967799999999999;3.11;low;10.6;white;5
5.8;0.33;0.23;5.0;D;29.0;106.0;0.9945799999999999;?;medium;9.0;white;5
8.2;0.3;0.44;12.4;A;52.0;154.0;0.9945200000000001;3.04;low;12.0;?;6
6.4;0.24;0.32;0.95;A;23.0;131.0;0.9903299999999999;3.25;low;11.8;white;5
7.5;0.18;0.45;4.6;A;67.0;158.0;0.9927;3.01;low;10.6;white;6
5.2;0.335;0.2;1.7;B;17.0;74.0;0.9900200000000001;3.34;medium;12.3;white;6
7.1;0.14;0.33;1.0;C;20.0;54.0;0.9905700000000001;3.19;high;11.5;white;6
7.2;0.13;0.46;1.3;B;48.0;111.0;0.9912700000000001;2.97;medium;11.1;white;5
5.8;0.33;0.23;5.0;D;29.0;106.0;0.9945799999999999;?;medium;9.0;white;5
6.5;0.29;0.25;2.5;B;8.0;111.0;0.9927;?;medium;9.9;white;4
6.2;0.35;0.31;2.6;D;37.0;92.0;0.9893799999999999;3.27;medium;12.8;white;7
9.0;0.38;0.53;2.1;E;19.0;76.0;0.9900100000000001;2.93;medium;12.9;?;5
6.6;0.24;0.38;12.75;E;8.0;74.0;0.9938600000000001;3.1;medium;12.9;white;6
6.6;0.16;0.34;1.1;C;41.0;115.0;0.9899;3.01;high;12.0;white;6
8.2;0.3;0.44;12.4;A;52.0;154.0;0.9945200000000001;3.04;low;12.0;white;6
5.7;0.15;0.28;3.7;A;57.0;151.0;0.9913;3.22;low;11.2;white;6
6.6;0.33;0.4;2.65;A;35.0;86.0;0.98916;3.11;low;13.3;white;7
5.7;0.2;0.3;2.5;D;38.0;125.0;0.9927600000000001;3.34;medium;9.9;white;6
6.8;0.27;0.37;8.2;D;52.0;192.0;0.9958600000000001;?;medium;9.5;white;6
6.8;0.27;0.42;7.3;D;58.0;200.0;0.99556;3.12;medium;9.4;?;6
6.2;0.2;0.26;1.1;E;42.0;119.0;0.9915799999999999;3.48;medium;11.0;white;7
6.7;0.13;0.57;6.6;B;60.0;150.0;0.9954799999999999;2.96;medium;9.4;white;6
6.8;0.21;0.37;7.0;C;27.0;107.0;0.99206;2.98;high;11.5;white;6
6.7;0.31;0.32;14.5;A;6.0;79.0;0.9941200000000001;3.14;low;12.5;?;5
6.2;0.2;0.29;11.8;A;21.0;93.0;0.99364;3.18;low;11.9;?;6
6.6;0.25;0.34;3.0;B;22.0;141.0;0.9933799999999999;3.26;medium;10.4;white;6
5.7;0.15;0.28;3.7;A;57.0;151.0;0.9913;3.22;low;11.2;white;6
6.9;0.22;0.39;6.0;A;44.0;141.0;0.9912299999999999;3.11;low;12.5;white;6
6.4;0.23;0.35;4.6;A;43.0;147.0;0.99216;?;low;11.0;white;7
7.6;0.27;0.29;2.5;A;37.0;115.0;0.9932799999999999;3.09;low;9.8;white;5
6.6;0.34;0.24;3.3;A;29.0;99.0;0.99031;3.1;low;12.3;white;7
6.4;0.16;0.42;1.0;D;29.0;113.0;0.9908;3.18;medium;11.0;white;6
5.8;0.3;0.42;1.1;B;19.0;113.0;0.9887100000000001;3.1;medium;12.6;white;7
7.0;0.29;0.35;1.4;E;42.0;109.0;0.99119;3.31;high;11.6;white;6
6.6;0.34;0.24;3.3;A;29.0;99.0;0.99031;3.1;low;12.3;white;7
6.7;0.21;0.36;8.55;A;20.0;86.0;0.99146;3.19;low;13.4;white;7
7.6;0.27;0.29;2.5;A;37.0;115.0;0.9932799999999999;3.09;low;9.8;white;5
6.8;0.22;0.41;6.7;B;39.0;116.0;0.99245;3.18;medium;11.5;white;6
7.7;0.27;0.49;3.8;A;46.0;139.0;0.99116;3.04;low;11.6;white;6
6.4;0.25;0.37;4.5;A;41.0;147.0;0.9921;3.18;low;11.1;white;7
6.4;0.23;0.35;4.6;A;43.0;147.0;0.99216;3.18;low;11.0;white;7
6.7;0.13;0.45;4.2;D;52.0;131.0;0.9916200000000001;3.06;medium;11.3;?;6
6.7;0.24;0.37;11.3;D;64.0;173.0;0.9963200000000001;3.08;medium;9.9;white;6
7.1;0.26;0.37;5.5;A;31.0;105.0;0.99082;3.06;low;12.6;?;8
5.3;0.3;0.16;4.2;A;37.0;100.0;0.9905;3.3;low;11.8;white;8
7.1;0.38;0.4;2.2;D;54.0;201.0;0.99177;3.03;medium;11.4;white;5
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;?;6
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;white;6
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;white;6
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;white;6
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;white;6
7.4;0.19;0.31;14.5;D;39.0;193.0;0.9986;3.1;medium;9.2;white;6
6.3;0.32;0.32;1.5;B;24.0;101.0;0.9892299999999999;3.21;low;13.0;white;5
7.6;0.19;0.32;18.75;D;32.0;193.0;1.00014;3.1;medium;9.3;?;7
6.5;0.26;0.31;3.6;E;36.0;92.0;0.99026;3.22;high;12.6;white;8
5.9;0.24;0.12;1.4;B;60.0;247.0;0.9935799999999999;3.34;medium;9.6;white;6
4.2;0.215;0.23;5.1;B;64.0;157.0;0.9968799999999999;3.42;medium;8.0;white;3
8.1;0.24;0.32;10.5;B;34.0;105.0;0.9940700000000001;3.11;low;11.8;white;6
5.8;0.23;0.2;2.0;A;39.0;154.0;0.99226;?;low;10.2;white;6
7.5;0.33;0.36;2.6;D;26.0;126.0;0.99097;3.32;medium;12.7;white;6
6.6;0.38;0.36;9.2;E;42.0;214.0;0.9976;3.31;medium;9.4;white;5
6.4;0.15;0.29;1.8;A;21.0;115.0;0.99166;3.1;low;10.2;white;5
6.5;0.32;0.34;5.7;E;27.0;91.0;0.9918399999999999;3.28;medium;12.0;white;7
7.5;0.22;0.32;2.4;E;29.0;100.0;0.99135;3.08;medium;11.3;white;7
6.4;0.23;0.32;1.9;D;40.0;118.0;0.99074;3.32;medium;11.8;?;7
6.1;0.22;0.31;1.4;E;40.0;129.0;0.99193;3.45;medium;10.9;white;5
6.5;0.48;0.02;0.9;B;32.0;99.0;0.99226;3.14;medium;9.8;white;4
6.6;0.23;0.3;4.6;D;29.0;154.0;0.9914200000000001;3.23;medium;12.2;white;8
6.4;0.16;0.25;1.4;B;21.0;125.0;0.9909100000000001;3.23;medium;11.1;white;7
6.6;0.38;0.36;9.2;E;42.0;214.0;0.9976;3.31;medium;9.4;white;5
7.4;0.16;0.32;1.4;B;23.0;140.0;0.99134;3.06;medium;11.4;white;6
6.4;0.15;0.29;1.8;A;21.0;115.0;0.99166;3.1;low;10.2;white;5
6.5;0.32;0.3;2.3;D;20.0;127.0;0.98964;3.13;medium;12.8;white;6
6.7;0.12;0.36;2.3;C;43.0;125.0;0.99229;3.07;high;10.1;white;7
6.6;0.2;0.14;4.4;B;35.0;168.0;0.9939600000000001;2.93;medium;9.4;white;6
8.0;0.34;0.25;6.4;A;38.0;103.0;0.9914799999999999;2.91;low;12.2;white;6
6.8;0.21;0.31;2.9;C;40.0;121.0;0.9913;3.07;high;10.9;white;7
6.8;0.23;0.31;2.8;C;40.0;122.0;0.99126;3.06;high;10.9;white;7
6.8;0.21;0.31;2.9;C;40.0;121.0;0.9913;3.07;high;10.9;white;7
6.6;0.2;0.14;4.4;B;35.0;168.0;0.9939600000000001;2.93;medium;9.4;white;6
6.6;0.28;0.42;8.2;B;60.0;196.0;0.9956200000000001;3.14;medium;9.4;white;5
7.8;0.25;0.37;1.0;A;10.0;80.0;0.9912799999999999;?;low;11.4;white;5
5.6;0.12;0.33;2.9;A;21.0;73.0;0.9889600000000001;3.17;low;12.9;white;8
6.6;0.28;0.41;7.0;B;59.0;194.0;0.9955799999999999;3.14;medium;9.4;white;5
6.8;0.17;0.35;1.8;E;29.0;84.0;0.98961;2.91;medium;12.0;white;7
7.3;0.25;0.28;1.5;E;19.0;113.0;0.9933799999999999;3.38;medium;10.1;white;6
6.6;0.28;0.41;7.0;B;59.0;194.0;0.9955799999999999;3.14;medium;9.4;white;5
6.6;0.28;0.42;8.2;B;60.0;196.0;0.9956200000000001;3.14;medium;9.4;white;5
6.5;0.25;0.5;7.6;B;54.0;184.0;0.99572;3.17;medium;9.2;white;5
6.3;0.24;0.35;2.3;B;43.0;109.0;0.99056;3.34;medium;11.8;white;6
6.8;0.32;0.32;8.7;A;31.0;105.0;0.99146;3.0;low;12.3;white;7
7.8;0.25;0.37;1.0;A;10.0;80.0;0.9912799999999999;3.08;low;11.4;white;5
5.6;0.12;0.33;2.9;A;21.0;73.0;0.9889600000000001;3.17;low;12.9;white;8
6.6;0.24;0.28;6.7;A;26.0;91.0;0.99172;3.13;low;12.3;white;6
6.3;0.22;0.34;5.0;A;36.0;93.0;0.9901200000000001;3.27;low;13.5;white;7
6.0;0.32;0.3;1.9;B;41.0;142.0;0.9891200000000001;3.29;low;12.8;white;7
6.3;0.19;0.29;2.0;D;33.0;96.0;0.9890200000000001;3.04;medium;12.8;white;7
6.0;0.32;0.3;1.9;B;41.0;142.0;0.9891200000000001;3.29;low;12.8;white;7
9.4;0.24;0.29;8.5;A;124.0;208.0;0.99395;2.9;low;11.0;white;3
6.4;0.35;0.28;12.6;B;19.0;124.0;0.99539;3.2;medium;10.6;white;6
6.7;0.46;0.27;5.2;B;35.0;96.0;0.99129;3.16;medium;12.4;white;7
6.3;0.3;0.29;2.1;B;33.0;142.0;0.98956;3.22;medium;12.9;white;7
6.0;0.19;0.29;1.1;E;67.0;152.0;0.9916;3.54;medium;11.1;white;7
5.9;0.24;0.28;1.3;C;36.0;95.0;0.9888899999999999;3.08;high;12.9;white;7
7.3;0.145;0.33;1.1;A;14.0;64.0;0.9901200000000001;3.1;low;11.8;white;7
6.6;0.435;0.38;9.2;D;66.0;243.0;0.9983299999999999;3.23;medium;9.1;white;6
5.8;0.18;0.37;1.2;D;19.0;74.0;0.9885299999999999;3.09;medium;12.7;white;7
5.8;0.18;0.37;1.1;B;31.0;96.0;0.9894200000000001;3.16;medium;12.0;white;6
5.6;0.32;0.32;8.3;B;32.0;105.0;0.99266;3.24;medium;11.2;white;6
6.6;0.16;0.35;1.8;C;26.0;105.0;0.98962;3.19;high;12.4;white;7
5.1;0.21;0.28;1.4;D;48.0;148.0;0.9916799999999999;3.5;medium;10.4;white;5
7.5;0.29;0.36;15.7;D;29.0;124.0;0.9968;3.06;medium;10.4;?;5
6.0;0.26;0.33;4.35;D;15.0;80.0;0.98934;3.29;medium;12.7;white;6
5.7;0.26;0.3;1.8;D;30.0;105.0;0.98995;3.48;medium;12.5;white;7
7.1;0.17;0.31;1.6;D;15.0;103.0;0.991;3.14;medium;12.0;white;6
6.9;0.17;0.3;2.0;D;13.0;117.0;0.9915200000000001;3.16;medium;11.6;white;6
6.8;0.25;0.28;5.0;A;42.0;126.0;0.9904799999999999;3.12;low;12.6;white;7
6.6;0.17;0.28;1.8;B;62.0;178.0;0.9920399999999999;3.15;low;10.2;white;5
5.8;0.17;0.36;1.3;C;11.0;70.0;0.9920200000000001;?;high;10.4;white;7
6.4;0.24;0.29;1.0;B;18.0;122.0;0.9906;3.3;low;11.5;white;5
6.7;0.21;0.34;1.4;D;36.0;112.0;0.9909100000000001;3.02;medium;11.0;white;6
6.7;0.23;0.33;8.1;D;45.0;176.0;0.99472;3.11;medium;10.1;white;6
6.8;0.23;0.32;8.6;D;47.0;159.0;0.9945200000000001;3.08;medium;10.5;?;6
6.5;0.22;0.28;3.7;A;29.0;151.0;0.99177;3.23;low;12.1;white;7
5.1;0.165;0.22;5.7;E;42.0;146.0;0.9934;3.18;medium;9.9;white;6
6.6;0.425;0.25;2.35;A;23.0;87.0;0.99082;3.05;low;11.4;white;6
6.9;0.38;0.29;13.65;E;52.0;189.0;0.99784;3.0;medium;9.5;?;6
6.9;0.38;0.29;13.65;E;52.0;189.0;0.99784;3.0;medium;9.5;white;6
6.9;0.38;0.29;13.65;E;52.0;189.0;0.99784;3.0;medium;9.5;white;6
7.2;0.27;0.28;15.2;A;6.0;41.0;0.99665;?;low;10.9;white;6
7.6;0.17;0.27;4.6;B;23.0;98.0;0.9942200000000001;3.08;medium;9.5;?;6
6.2;0.3;0.31;1.2;D;19.0;125.0;0.9899899999999999;3.32;medium;12.6;white;6
7.6;0.17;0.27;4.6;B;23.0;98.0;0.9942200000000001;3.08;medium;9.5;white;6
6.5;0.26;0.32;6.65;B;34.0;104.0;0.99254;3.18;low;11.1;white;5
6.9;0.36;0.28;13.55;E;51.0;189.0;0.99782;3.0;medium;9.5;white;7
6.9;0.38;0.29;13.65;E;52.0;189.0;0.99784;3.0;medium;9.5;?;6
6.8;0.18;0.24;9.8;D;64.0;188.0;0.9952;3.13;medium;10.6;white;6
6.7;0.18;0.24;10.3;D;64.0;185.0;0.99519;3.12;medium;10.6;white;6
6.6;0.16;0.21;6.7;D;43.0;157.0;0.99384;3.15;medium;10.8;white;6
7.2;0.27;0.28;15.2;A;6.0;41.0;0.99665;3.17;low;10.9;white;6
6.4;0.17;0.27;9.9;D;26.0;101.0;0.9959600000000001;3.34;medium;9.9;white;6
7.2;0.22;0.28;7.2;E;41.0;132.0;0.9935;3.08;medium;11.3;white;6
6.0;0.22;0.28;1.1;A;47.0;90.0;0.98862;3.22;low;12.6;white;6
6.7;0.36;0.28;8.3;A;29.0;81.0;0.99151;2.96;low;12.5;?;6
6.5;0.43;0.28;11.25;A;31.0;87.0;0.9922;3.02;low;12.4;white;6
5.9;0.2;0.28;12.8;E;29.0;132.0;0.99426;?;medium;11.8;white;7
5.3;0.32;0.23;9.65;D;26.0;119.0;0.9916799999999999;3.18;medium;12.2;?;6
6.8;0.2;0.28;12.6;A;54.0;136.0;0.99556;3.19;low;10.7;white;6
6.0;0.22;0.33;12.2;B;25.0;97.0;0.99356;3.17;low;11.3;white;7
6.7;0.36;0.28;8.3;A;29.0;81.0;0.99151;2.96;low;12.5;white;6
6.5;0.43;0.28;11.25;A;31.0;87.0;0.9922;3.02;low;12.4;white;6
7.1;0.18;0.49;1.3;D;12.0;72.0;0.99072;3.05;medium;11.3;white;7
6.4;0.17;0.27;9.9;D;26.0;101.0;0.9959600000000001;?;medium;9.9;white;6
7.2;0.22;0.28;7.2;E;41.0;132.0;0.9935;3.08;medium;11.3;white;6
6.0;0.22;0.28;1.1;A;47.0;90.0;0.98862;3.22;low;12.6;white;6
6.0;0.2;0.26;1.1;A;38.0;67.0;0.98954;3.14;low;11.5;white;6
7.6;0.2;0.26;4.8;D;26.0;76.0;0.9907600000000001;2.98;medium;12.3;?;7
6.2;0.3;0.21;1.1;B;31.0;111.0;0.9889;2.97;low;12.2;white;6
6.0;0.29;0.25;1.4;B;30.0;114.0;0.9879399999999999;3.08;medium;13.2;white;6
6.6;0.18;0.28;1.7;B;53.0;161.0;0.9920700000000001;3.13;medium;10.2;white;6
7.0;0.22;0.28;10.6;E;32.0;117.0;0.99355;3.05;medium;11.5;white;7
6.0;0.29;0.25;1.4;B;30.0;114.0;0.9879399999999999;3.08;medium;13.2;white;6
